Endereco,Lat,Lng
"EUDORO BERLINK & CEL. LUCAS DE OLIVEIRA, Porto Alegre, RS, Brasil","-30,0246781","-51,1950759"
"EUDORO BERLINK & MARILAND, Porto Alegre, RS, Brasil","-30,0245308","-51,1935365"
"EUDORO BERLINK & PEDESTRE Nº 532 (COLÉGIO PIRATINI), Porto Alegre, RS, Brasil","-30,024069","-51,1916166"
"EUDORO BERLINK & SILVA JARDIM, Porto Alegre, RS, Brasil","-30,0242127","-51,190363"
"FABRÍCIO PILAR & PEDRO CHAVES BARCELOS, Porto Alegre, RS, Brasil","-30,0251593","-51,1854843"
"FARRAPOS & A. J. RENNER, Porto Alegre, RS, Brasil","-29,9849881","-51,1934748"
"FARRAPOS & BARROS CASSAL, Porto Alegre, RS, Brasil","-30,0266295","-51,217249"
"FARRAPOS & BRASIL, Porto Alegre, RS, Brasil","-29,9790718","-51,1964747"
"FARRAPOS & CAIRU, Porto Alegre, RS, Brasil","-30,0044799","-51,2004337"
"FARRAPOS & CÂNCIO GOMES, Porto Alegre, RS, Brasil","-30,017324","-51,2085349"
"FARRAPOS & CEARÁ, Porto Alegre, RS, Brasil","-29,996254","-51,1897539"
"FARRAPOS & CONCEIÇÃO & VOLUNTÁRIOS DA PÁTRIA (ORDENADORA), Porto Alegre, RS, Brasil","-30,0265921","-51,219812"
"FARRAPOS & CONDE DE PORTO ALEGRE, Porto Alegre, RS, Brasil","-30,0148093","-51,2052699"
"FARRAPOS & DONA MARGARIDA, Porto Alegre, RS, Brasil","-29,9988276","-51,1980774"
"FARRAPOS & E 01 (EST. ERNESTO ALVES) BC, Porto Alegre, RS, Brasil","-30,0235194","-51,2163371"
"FARRAPOS & E 01 (EST. ERNESTO ALVES) CB, Porto Alegre, RS, Brasil","-30,0235194","-51,2163371"
"FARRAPOS & E 02 (EST. FLORIDA) BC, Porto Alegre, RS, Brasil","27,6648274","-81,5157535"
"FARRAPOS & E 02 (EST. FLORIDA) CB, Porto Alegre, RS, Brasil","-30,0349104","-51,223029"
"FARRAPOS & E 03 (EST. SIDERÚRGICA) BC, Porto Alegre, RS, Brasil","-29,9974185","-51,196343"
"FARRAPOS & E 03 (EST. SIDERÚRGICA) CB, Porto Alegre, RS, Brasil","-29,9974185","-51,196343"
"FARRAPOS & E 04 (EST. SÃO PEDRO) CB, Porto Alegre, RS, Brasil","-30,0058719","-51,2004783"
"FARRAPOS & E 05 (EST. PINHEIRO MACHADO) BC, Porto Alegre, RS, Brasil","-30,2065865","-51,193879"
"FARRAPOS & E 06 (EST. DE CONTO) BC, Porto Alegre, RS, Brasil","-29,9974185","-51,196343"
"FARRAPOS & E 06 (EST. DE CONTO) CB, Porto Alegre, RS, Brasil","-30,002487","-51,199778"
"FARRAPOS & EDU CHAVES, Porto Alegre, RS, Brasil","-29,999295","-51,1892666"
"FARRAPOS & ERNESTO ALVES, Porto Alegre, RS, Brasil","-30,0248108","-51,2149583"
"FARRAPOS & EST. SÃO PEDRO CB (PRÓX. GUIDO MONDIN), Porto Alegre, RS, Brasil","-30,0102999","-51,202656"
"FARRAPOS & GARIBALDI, Porto Alegre, RS, Brasil","-30,0263622","-51,2155328"
"FARRAPOS & GASPAR MARTINS, Porto Alegre, RS, Brasil","-30,0212218","-51,2113755"
"FARRAPOS & PE. DIOGO FEIJÓ (Próx. 25 de Fevereiro), Porto Alegre, RS, Brasil","-29,9976446","-51,1919824"
"FARRAPOS & PRES. FRANKLIN ROOSEVELT, Porto Alegre, RS, Brasil","-30,0140309","-51,2044005"
"FARRAPOS & PRÓX. A. J. RENNER CB, Porto Alegre, RS, Brasil","-29,9845819","-51,1933577"
"FARRAPOS & PRÓX. CEARÁ BC, Porto Alegre, RS, Brasil","-30,0111734","-51,2029949"
"FARRAPOS & RAMIRO BARCELOS, Porto Alegre, RS, Brasil","-30,0222989","-51,212235"
"FARRAPOS & SÃO PEDRO, Porto Alegre, RS, Brasil","-30,0102999","-51,202656"
"FARRAPOS & SÃO PEDRO PD 04 BC, Porto Alegre, RS, Brasil","-30,0058719","-51,2004783"
"FARRAPOS & SARMENTO BARATA, Porto Alegre, RS, Brasil","-29,9973179","-51,1937768"
"FARRAPOS & SERTÓRIO, Porto Alegre, RS, Brasil","-30,0001164","-51,1985736"
"FELIPE CAMARÃO & DEF. Nº 751, Porto Alegre, RS, Brasil","-30,0327086","-51,2097626"
"FELIPE DE OLIVEIRA & ALCIDES CRUZ, Porto Alegre, RS, Brasil","-30,0424046","-51,2013634"
"FELIPE DE OLIVEIRA & EÇA DE QUEIRÓZ, Porto Alegre, RS, Brasil","-30,0440066","-51,1921876"
"FELIPE DE OLIVEIRA & JOÃO GUIMARÃES, Porto Alegre, RS, Brasil","-30,0425646","-51,2003655"
"FELIPE DE OLIVEIRA & LUCAS DE OLIVEIRA, Porto Alegre, RS, Brasil","-30,043485","-51,1952002"
"FELIPE DE OLIVEIRA & VICENTE DA FONTOURA, Porto Alegre, RS, Brasil","-30,043221","-51,1966453"
"FÉLIX DA CUNHA & MARQUÊS DO HERVAL, Porto Alegre, RS, Brasil","-30,0214683","-51,2020224"
"FÉLIX DA CUNHA & MARQUÊS DO POMBAL, Porto Alegre, RS, Brasil","-30,0201024","-51,2021555"
"FÉLIX DA CUNHA & PE. CHAGAS, Porto Alegre, RS, Brasil","-30,023635","-51,201863"
"FÉLIX DA CUNHA & PEDESTRE Nº 1088 (PRÓX. TOBIAS DA SILVA), Porto Alegre, RS, Brasil","-30,0181803","-51,2023039"
"FERNANDES VIEIRA & HENRIQUE DIAS, Porto Alegre, RS, Brasil","-30,0330775","-51,2109284"
"FERNANDO FERRARI & JAIME VIGNOLI, Porto Alegre, RS, Brasil","-29,9750415","-51,1733452"
"FORTE, DO & BRASÍLIA, Porto Alegre, RS, Brasil","-30,0188979","-51,1521478"
"FORTE, DO & JOÃO SIMPLÍCIO ALVES DE CARVALHO, Porto Alegre, RS, Brasil","-30,0191667","-51,1568574"
"FORTE, DO & PEDESTRE Nº 1423 , Porto Alegre, RS, Brasil","-30,0188979","-51,1521478"
"FORTE, DO & PEDESTRE Nº 511 (PRÓX. FORJAS TAURUS), Porto Alegre, RS, Brasil","-30,0346471","-51,2176584"
"FORTE, DO & PEDESTRE Nº 77 (PRÓX. COLÉGIO MESQUITA), Porto Alegre, RS, Brasil","-30,0115998","-51,1536288"
"FORTE, DO & PERO VAZ DE CAMINHA & DOM LUIZ GUANELA, Porto Alegre, RS, Brasil","-30,0266683","-51,1485753"
"FORTE, DO & TRAV ORION & SAPÉ, Porto Alegre, RS, Brasil","-30,0188979","-51,1521478"
"FORTE, DO & VISCONDE DE MACAÉ, Porto Alegre, RS, Brasil","-30,0137534","-51,1569209"
"FRANCISCO SILVEIRA BITENCOURT & ALCIDES S. SEVERIANO, Porto Alegre, RS, Brasil","-29,9937859","-51,1266495"
"FRANCISCO SILVEIRA BITENCOURT & BERNARDINO SILVEIRA AMORIM, Porto Alegre, RS, Brasil","-29,9913437","-51,1089242"
"FRANCISCO SILVEIRA BITENCOURT & PEDESTRE Nº 1400, Porto Alegre, RS, Brasil","-29,9927412","-51,1191184"
"FRANCISCO SILVEIRA BITTENCOURT & PD03 Nº 1785, Porto Alegre, RS, Brasil","-29,9919879","-51,1108357"
"FRANCISCO TREIN & PEDESTRE ASSIS BRASIL CB (SHOPPING BOURBON WALLIG), Porto Alegre, RS, Brasil","-30,017333","-51,158982"
"FRANCISCO TREIN & PEDESTRE Nº 596 (PRÓX. HOSPITAL CONCEIÇÃO), Porto Alegre, RS, Brasil","-30,0159481","-51,1584365"
"FRANCISCO TREIN & SAPÉ, Porto Alegre, RS, Brasil","-30,0178908","-51,1590331"
"FRANCISCO TREIN & UMBU, Porto Alegre, RS, Brasil","-30,0149439","-51,1594055"
"FREDERICO MENTZ & SÃO JORGE, Porto Alegre, RS, Brasil","-29,9941889","-51,2015614"
"FURRIEL LUIZ ANTONIO VARGAS & PEDESTRE Nº 135 (COLÉGIO MARIA TEREZA SILVEIRA), Porto Alegre, RS, Brasil","-30,0283152","-51,1843126"
"GETÚLIO VARGAS & BOTAFOGO, Porto Alegre, RS, Brasil","-30,0544456","-51,2223711"
"GETÚLIO VARGAS & GEN. CALDWELL, Porto Alegre, RS, Brasil","-30,0509109","-51,2220122"
"GETÚLIO VARGAS & JOSÉ DE ALENCAR, Porto Alegre, RS, Brasil","-30,0604669","-51,2233078"
"GOETHE & 24 DE OUTUBRO, Porto Alegre, RS, Brasil","-30,0278424","-51,2064452"
"GOETHE & CASEMIRO DE ABREU, Porto Alegre, RS, Brasil","-30,032061","-51,2033289"
"GOETHE & CASTRO ALVES, Porto Alegre, RS, Brasil","-30,031289","-51,2029056"
"GOETHE & DONA LAURA, Porto Alegre, RS, Brasil","-30,0295118","-51,2012247"
"GOETHE & DR. TIMÓTEO, Porto Alegre, RS, Brasil","-30,0254113","-51,1997536"
"GOETHE & MOSTARDEIRO, Porto Alegre, RS, Brasil","-30,0284775","-51,2001046"
"GOETHE & PEDESTRE ESQ 24 DE OUTUBRO (DIREITA), Porto Alegre, RS, Brasil","-30,0278424","-51,2064452"
"GOETHE & PEDESTRE ESQ 24 DE OUTUBRO (ESQUERDA), Porto Alegre, RS, Brasil","-30,0278424","-51,2064452"
"GOMES CARNEIRO & CEL. NEVES, Porto Alegre, RS, Brasil","-30,0659868","-51,2104655"
"GOMES CARNEIRO & PEDESTRE Nº 364 (PRÓX. ESCOLA MARIA IMACULADA), Porto Alegre, RS, Brasil","-30,0674554","-51,2106113"
"GOMES DE CARVALHO & PEDESTRE Nº 366 (PASSO DAS PEDRAS), Porto Alegre, RS, Brasil","-30,0159755","-51,1271003"
"GRÉCIA & ANDARAÍ, Porto Alegre, RS, Brasil","-30,0136001","-51,1676353"
"GRÉCIA & ANTÔNIO JOAQUIM MESQUITA, Porto Alegre, RS, Brasil","-30,0131549","-51,161748"
"GRÉCIA & BEZERRA DE MENEZES, Porto Alegre, RS, Brasil","-30,0138238","-51,1685314"
"GRÉCIA & FRANCISCO TREIN, Porto Alegre, RS, Brasil","-30,0132326","-51,1596424"
"GRÉCIA & ITAPEVA, Porto Alegre, RS, Brasil","-30,0136019","-51,1656507"
"GRÉCIA & JARI, Porto Alegre, RS, Brasil","-30,0145461","-51,1693197"
"GRÉCIA & JOÃO WALLIG, Porto Alegre, RS, Brasil","-30,0135443","-51,1648833"
"GRÉCIA & ROQUE CALAGE, Porto Alegre, RS, Brasil","-30,0133908","-51,1637876"
"GRÉCIA & UMBU, Porto Alegre, RS, Brasil","-30,013536","-51,1666265"
"GUADALAJARA & ALBERTO PASQUALINI, Porto Alegre, RS, Brasil","-30,0300517","-51,1436519"
"GUAÍBA & PEDESTRE N° 75 (PRÓX. DIÁRIO DE NOTÍCIAS), Porto Alegre, RS, Brasil","-30,1090924","-51,3238273"
"GUILHERME ALVES & EUCLYDES MOURA, Porto Alegre, RS, Brasil","-30,0583885","-51,189998"
"GUILHERME ALVES & FELIZARDO, Porto Alegre, RS, Brasil","-30,0503272","-51,1855811"
"GUILHERME ALVES & ITABORAÍ, Porto Alegre, RS, Brasil","-30,0516841","-51,1863108"
"GUILHERME ALVES & VALPARAÍSO, Porto Alegre, RS, Brasil","-30,0538444","-51,1875533"
"ICARAÍ & BUTUÍ, Porto Alegre, RS, Brasil","-30,0861537","-51,2407461"
"ICARAÍ & CAMPOS VELHO, Porto Alegre, RS, Brasil","-30,0916098","-51,2420968"
"ICARAÍ & CEL. CLAUDINO, Porto Alegre, RS, Brasil","-30,0944028","-51,2440047"
"ICARAÍ & CHUÍ, Porto Alegre, RS, Brasil","-30,0844778","-51,2410385"
"ICARAÍ & ESCOLA LEONARDO DA VINCI, Porto Alegre, RS, Brasil","-30,0950201","-51,2456032"
"ICARAÍ & PEDESTRE APÓS CAMPOS VELHO CB, Porto Alegre, RS, Brasil","-30,0887845","-51,241515"
"ICARAÍ & PEDESTRE Nº 1502 BC (PRÓX. CAMPOS VELHO), Porto Alegre, RS, Brasil","-30,088967","-51,2414545"
"ICARAÍ & PEDESTRE Nº 2030 (PRÓX. WENCESLAU ESCOBAR), Porto Alegre, RS, Brasil","-30,096206","-51,246796"
"IJUÍ & CAÇAPAVA, Porto Alegre, RS, Brasil","-30,0434437","-51,1854264"
"INDEPENDÊNCIA & ANNES DIAS, Porto Alegre, RS, Brasil","-30,0296001","-51,2216302"
"INDEPENDÊNCIA & BARROS CASSAL, Porto Alegre, RS, Brasil","-30,0293918","-51,2172724"
"INDEPENDÊNCIA & CEL. VICENTE, Porto Alegre, RS, Brasil","-30,0295817","-51,2208246"
"INDEPENDÊNCIA & FELIPE CAMARÃO, Porto Alegre, RS, Brasil","-30,0291833","-51,2098544"
"INDEPENDÊNCIA & GARIBALDI, Porto Alegre, RS, Brasil","-30,0265058","-51,2156034"
"INDEPENDÊNCIA & PEDESTRE Nº 196 (PRÓX. SARMENTO LEITE), Porto Alegre, RS, Brasil","-30,0341965","-51,2217227"
"INDEPENDÊNCIA & PEDESTRE Nº 270 (PRÓX. COLÉGIO ROSÁRIO), Porto Alegre, RS, Brasil","-30,02965","-51,218465"
"INDEPENDÊNCIA & PEDESTRE Nº 813 (APÓS MERCADO GECEPEL), Porto Alegre, RS, Brasil","-30,0295868","-51,2134619"
"INDEPENDÊNCIA & PEDESTRE Nº 88 (DEF. CEL. VICENTE), Porto Alegre, RS, Brasil","-30,0266222","-51,2209249"
"INDEPENDÊNCIA & PEDESTRE Nº 925 (PRÓX. JOÃO TELLES), Porto Alegre, RS, Brasil","-30,032004","-51,2124071"
"INDEPENDÊNCIA & PINHEIRO MACHADO, Porto Alegre, RS, Brasil","-30,0277541","-51,2108811"
"INDEPENDÊNCIA & RAMIRO BARCELOS & PEDESTRE Nº 1042 (PRÓX. ANDRÉ PUENTE), Porto Alegre, RS, Brasil","-30,028021","-51,208712"
"INDEPENDÊNCIA & SANTO ANTÔNIO, Porto Alegre, RS, Brasil","-30,0293524","-51,2144877"
"INDEPENDÊNCIA & TOMAZ FLORES, Porto Alegre, RS, Brasil","-30,0311903","-51,2160107"
"IPIRANGA & 18 DE SETEMBRO, Porto Alegre, RS, Brasil","-30,0563884","-51,1866494"
"IPIRANGA & AZENHA, Porto Alegre, RS, Brasil","-30,0474009","-51,2142509"
"IPIRANGA & BARÃO DO AMAZONAS, Porto Alegre, RS, Brasil","-30,0550705","-51,1893521"
"IPIRANGA & BORGES DE MEDEIROS, Porto Alegre, RS, Brasil","-30,0474702","-51,2292636"
"IPIRANGA & CEEE (BC N° 8300), Porto Alegre, RS, Brasil","-30,0556739","-51,1881215"
"IPIRANGA & CEEE (CB DEF. Nº 8300), Porto Alegre, RS, Brasil","-30,0346471","-51,2176584"
"IPIRANGA & CRISTIANO FISCHER, Porto Alegre, RS, Brasil","-30,0559836","-51,1691686"
"IPIRANGA & ÉRICO VERÍSSIMO, Porto Alegre, RS, Brasil","-30,0478998","-51,2180855"
"IPIRANGA & EUCLIDES DA CUNHA, Porto Alegre, RS, Brasil","-30,050527","-51,195326"
"IPIRANGA & FREI GERMANO, Porto Alegre, RS, Brasil","-30,0559904","-51,1670456"
"IPIRANGA & GETÚLIO VARGAS, Porto Alegre, RS, Brasil","-30,0485459","-51,2216485"
"IPIRANGA & GUILHERME ALVES, Porto Alegre, RS, Brasil","-30,0559109","-51,1887052"
"IPIRANGA & JOÃO PESSOA, Porto Alegre, RS, Brasil","-30,0412653","-51,2160213"
"IPIRANGA & JOAQUIM PORTO VILLANOVA (CEEE), Porto Alegre, RS, Brasil","-30,0541035","-51,1592319"
"IPIRANGA & LUCAS DE OLIVEIRA & VEADOR PORTO, Porto Alegre, RS, Brasil","-30,0485527","-51,1967737"
"IPIRANGA & MÚCIO TEIXEIRA, Porto Alegre, RS, Brasil","-30,048368","-51,224012"
"IPIRANGA & N° 6113 (UNIDOS) CB, Porto Alegre, RS, Brasil","-30,0584701","-51,1786682"
"IPIRANGA & N° 6400 (UNIDOS) BC, Porto Alegre, RS, Brasil","-30,0584701","-51,1786682"
"IPIRANGA & PEDESTRE ESQ. JOÃO GUIMARÃES BC, Porto Alegre, RS, Brasil","-30,0556739","-51,1881215"
"IPIRANGA & PEDESTRE ESQ. PRINCESA ISABEL CB, Porto Alegre, RS, Brasil","-30,047423","-51,2064823"
"IPIRANGA & PEDESTRE Nº 1075 CB (ZERO HORA), Porto Alegre, RS, Brasil","-30,0486091","-51,2176985"
"IPIRANGA & PEDESTRE Nº 1090 BC (COLÉGIO PROTÁSIO ALVES), Porto Alegre, RS, Brasil","-30,0476976","-51,2176057"
"IPIRANGA & PEDESTRE Nº 2881 CB (DEF. ZAFFARI), Porto Alegre, RS, Brasil","-30,0346471","-51,2176584"
"IPIRANGA & PEDESTRE Nº 3000 BC (PRÓX. ZAFFARI), Porto Alegre, RS, Brasil","-30,0346471","-51,2176584"
"IPIRANGA & PEDESTRE Nº 4055 CB (PRÓX. VERÍSSIMO ROSA), Porto Alegre, RS, Brasil","-30,0556739","-51,1881215"
"IPIRANGA & PEDESTRE Nº 4612 BC (PRÓX. VERÍSSIMO ROSA), Porto Alegre, RS, Brasil","-30,0556739","-51,1881215"
"IPIRANGA & PEDESTRE Nº 5309 CB (DEF. CTG 35 - ""VILA CACHORRO SENTADO""), Porto Alegre, RS, Brasil","-30,0560379","-51,1861236"
"IPIRANGA & PEDESTRE Nº 6999 CB (PRÓX. ALBION), Porto Alegre, RS, Brasil","-30,0346471","-51,2176584"
"IPIRANGA & PEDESTRE Nº 7318 BC (PRÓX. ALBION), Porto Alegre, RS, Brasil","-30,0556739","-51,1881215"
"IPIRANGA & PRAIA DE BELAS, Porto Alegre, RS, Brasil","-30,0473935","-51,22977"
"IPIRANGA & RAMIRO BARCELOS, Porto Alegre, RS, Brasil","-30,0438385","-51,20711"
"IPIRANGA & SALVADOR FRANÇA, Porto Alegre, RS, Brasil","-30,0582794","-51,1839474"
"IPIRANGA & SANTANA, Porto Alegre, RS, Brasil","-30,0448027","-51,2078016"
"IPIRANGA & SILVA SÓ, Porto Alegre, RS, Brasil","-30,0430718","-51,2046159"
"IPIRANGA & VICENTE DA FONTOURA, Porto Alegre, RS, Brasil","-30,0464404","-51,1975808"
"IPIRANGA BC & ANTÔNIO DE CARVALHO SN, Porto Alegre, RS, Brasil","-30,0556739","-51,1881215"
"IPIRANGA CB & ANTÔNIO DE CARVALHO NS, Porto Alegre, RS, Brasil","-30,0548979","-51,1472625"
"IRMÃO JOSÉ OTÃO & BARROS CASSAL, Porto Alegre, RS, Brasil","-30,0305577","-51,2172572"
"IRMÃO JOSÉ OTÃO & GARIBALDI, Porto Alegre, RS, Brasil","-30,0310114","-51,2151806"
"IRMÃO JOSÉ OTÃO & PEDESTRE Nº 11 (DEF.COLÉGIO ROSÁRIO), Porto Alegre, RS, Brasil","-30,02965","-51,218465"
"IRMÃO JOSÉ OTÃO & SANTO ANTÔNIO, Porto Alegre, RS, Brasil","-30,0312389","-51,2141566"
"IRMÃO JOSÉ OTÃO & TOMAZ FLORES, Porto Alegre, RS, Brasil","-30,0308504","-51,215985"
"J THADEO NOAR & PEDESTRE Nº 35 (SHOPPING BOURBON COUNTRY), Porto Alegre, RS, Brasil","-30,0217989","-51,1625205"
"JARI & ANDARAI, Porto Alegre, RS, Brasil","-30,015649","-51,1677776"
"JOÃO ANTÔNIO DA SILVEIRA & BARRO VERMELHO, Porto Alegre, RS, Brasil","-30,1629708","-51,1503975"
"JOÃO ANTÔNIO DA SILVEIRA & CAPITÃO PEDROSO, Porto Alegre, RS, Brasil","-30,1648154","-51,1531176"
"JOÃO ANTÔNIO DA SILVEIRA & PEDESTRE DEF Nº 1845 (PRÓX. ALMADA), Porto Alegre, RS, Brasil","-30,1478652","-51,1312433"
"JOÃO ANTÔNIO DA SILVEIRA & PEDESTRE DEF. Nº 1558 (PRÓX. JOÃO DENTICE), Porto Alegre, RS, Brasil","-30,1478652","-51,1312433"
"JOÃO ANTÔNIO DA SILVEIRA & PEDESTRE N° 2741 (PRÓX. IGNES FAGUNDES), Porto Alegre, RS, Brasil","-30,1478652","-51,1312433"
"JOÃO ANTÔNIO DA SILVEIRA & PEDESTRE Nº 1558 (PRÓX. EUGÊNIO RODRIGUES), Porto Alegre, RS, Brasil","-30,1478652","-51,1312433"
"JOÃO ANTÔNIO DA SILVEIRA & PEDESTRE Nº 1845 (PRÓX. ALMADA), Porto Alegre, RS, Brasil","-30,1478652","-51,1312433"
"JOÃO DE OLIVEIRA REMIÃO &  RUA A - ECOVILLE LESTE (PARADA 10), Porto Alegre, RS, Brasil","-30,1092781","-51,1148357"
"JOÃO DE OLIVEIRA REMIÃO & AFONSO LOURENÇO MARIANTE (PARADA 06), Porto Alegre, RS, Brasil","-30,0984994","-51,126163"
"JOÃO DE OLIVEIRA REMIÃO & BECO DA TAQUARA (PARADA 09), Porto Alegre, RS, Brasil","-30,1051526","-51,11629"
"JOÃO DE OLIVEIRA REMIÃO & BECO DO DAVI (PARADA 02), Porto Alegre, RS, Brasil","-30,084618","-51,1317929"
"JOÃO DE OLIVEIRA REMIÃO & JOÃO ANTÔNIO DA SILVEIRA (PARADA 21), Porto Alegre, RS, Brasil","-30,1344538","-51,0951775"
"JOÃO DE OLIVEIRA REMIÃO & PANORAMA (PARADA 18), Porto Alegre, RS, Brasil","-30,1250536","-51,1047667"
"JOÃO DE OLIVEIRA REMIÃO & PEDESTRE DEF. Nº 1997 BC (PRÓX. SANTO DIAS DA SILVA), Porto Alegre, RS, Brasil","-30,1255794","-51,1016973"
"JOÃO DE OLIVEIRA REMIÃO & PEDESTRE DEF. Nº 4354 CB (PRÓX. ECOVILLE - LESTE) (PARADA 10), Porto Alegre, RS, Brasil","-30,1092781","-51,1148357"
"JOÃO DE OLIVEIRA REMIÃO & PEDESTRE Nº 1997 CB (PRÓX. SANTO DIAS DA SILVA), Porto Alegre, RS, Brasil","-30,0909985","-51,1320072"
"JOÃO DE OLIVEIRA REMIÃO & PEDESTRE Nº 4354 BC (PRÓX. ECOVILLE - LESTE) (PARADA 10), Porto Alegre, RS, Brasil","-30,1076159","-51,1132623"
"JOÃO DE OLIVEIRA REMIÃO & PEDESTRE Nº 5100 (POSTO SAÚDE) (PARADA 12), Porto Alegre, RS, Brasil","-30,1107567","-51,1101804"
"JOÃO DE OLIVEIRA REMIÃO & PEDESTRE Nº 6638 (PARADA 16), Porto Alegre, RS, Brasil","-30,0922269","-51,1309742"
"JOÃO DE OLIVEIRA REMIÃO & RUA B (PARADA 12), Porto Alegre, RS, Brasil","-30,1101554","-51,1108605"
"JOÃO DE OLIVEIRA REMIÃO & SÃO FRANCISCO (PARADA 03), Porto Alegre, RS, Brasil","-30,090976","-51,1322831"
"JOÃO DE OLIVEIRA REMIÃO & SÃO PEDRO (PARADA 13), Porto Alegre, RS, Brasil","-30,1151927","-51,1087099"
"JOÃO GOULART & PEDESTRE DEF. USINA DO GAZOMETRO, Porto Alegre, RS, Brasil","-30,0341319","-51,241082"
"JOÃO GOULART & PEDESTRE PRÓX. ANDRADAS, Porto Alegre, RS, Brasil","-30,0335224","-51,2400406"
"JOÃO GOULART & PEDESTRE PRÓX. MAUÁ, Porto Alegre, RS, Brasil","-30,0335224","-51,2400406"
"JOÃO PESSOA & ANDRÉ DA ROCHA, Porto Alegre, RS, Brasil","-30,0325014","-51,2230198"
"JOÃO PESSOA & DOMINGOS CRESCÊNCIO, Porto Alegre, RS, Brasil","-30,0506303","-51,209167"
"JOÃO PESSOA & ESTAÇÃO 01 BC (ESTAÇÃO DO VAVÁ), Porto Alegre, RS, Brasil","-7,1194958","-34,8450118"
"JOÃO PESSOA & ESTAÇÃO 02 BC (EST. TOURING), Porto Alegre, RS, Brasil","-30,035494","-51,221074"
"JOÃO PESSOA & ESTAÇÃO 02 CB (EST. TOURING), Porto Alegre, RS, Brasil","-30,035494","-51,221074"
"JOÃO PESSOA & ESTAÇÃO 03 BC (EST. JORNAL DO COMÉRCIO), Porto Alegre, RS, Brasil","-7,1194958","-34,8450118"
"JOÃO PESSOA & ESTAÇÃO 03 BC/1 (EST. JORNAL DO COMÉRCIO), Porto Alegre, RS, Brasil","-7,1194958","-34,8450118"
"JOÃO PESSOA & ESTAÇÃO 03 CB (EST. JORNAL DO COMÉRCIO), Porto Alegre, RS, Brasil","-30,0422071","-51,2151649"
"JOÃO PESSOA & ESTAÇÃO 03 CB/1 (EST. JORNAL DO COMÉRCIO), Porto Alegre, RS, Brasil","-7,1194958","-34,8450118"
"JOÃO PESSOA & ESTAÇÃO 04 BC (COL. JÚLIO DE CASTILHOS), Porto Alegre, RS, Brasil","-7,1194958","-34,8450118"
"JOÃO PESSOA & ESTAÇÃO 05 BC (EST. PALÁCIO DA POLÍCIA), Porto Alegre, RS, Brasil","-7,1194958","-34,8450118"
"JOÃO PESSOA & PD02 BC EMBAIXO DO VIADUTO LOUREIRO DA SILVA, Porto Alegre, RS, Brasil","-7,1194958","-34,8450118"
"JOÃO PESSOA & PD03 CB EMBAIXO DO VIADUTO LOUREIRO DA SILVA, Porto Alegre, RS, Brasil","-7,1194958","-34,8450118"
"JOÃO PESSOA & PEDESTRE Nº 1025 CB (PRÓX. JOSÉ BONIFÁCIO), Porto Alegre, RS, Brasil","-30,0414069","-51,2161041"
"JOÃO PESSOA & PEDESTRE Nº 1026 BC (PRÓX. JOSÉ BONIFÁCIO), Porto Alegre, RS, Brasil","-30,0414069","-51,2161041"
"JOÃO PESSOA & PEDESTRE Nº 141 CB (ESTAÇÃO DO VAVÁ), Porto Alegre, RS, Brasil","-7,1194958","-34,8450118"
"JOÃO PESSOA & PEDESTRE Nº 2250 (TERMINAL AZENHA), Porto Alegre, RS, Brasil","-30,051053","-51,2101882"
"JOÃO PESSOA & PRAÇA PIRATINI (CENTRO COMERCIAL) , Porto Alegre, RS, Brasil","-30,0457572","-51,2131078"
"JOÃO PESSOA & PRINCESA ISABEL, Porto Alegre, RS, Brasil","-30,0493045","-51,2099818"
"JOÃO PESSOA & SAÍDA ÔNIBUS BC (PROX. REPÚBLICA), Porto Alegre, RS, Brasil","-30,0414069","-51,2161041"
"JOÃO PESSOA & SEBASTIÃO LEÃO, Porto Alegre, RS, Brasil","-30,0434312","-51,2145324"
"JOÃO PESSOA & VENÂNCIO AIRES, Porto Alegre, RS, Brasil","-30,0411858","-51,2162907"
"JOÃO PESSOA & VIADUTO DONA LEOPOLDINA CB (PRÓX. REPÚBLICA), Porto Alegre, RS, Brasil","-30,0414069","-51,2161041"
"JOÃO SALOMONI & PEDESTRE Nº 740 PRÓX. JOAQUIM DE CARVALHO, Porto Alegre, RS, Brasil","-30,11342","-51,2189245"
"JOÃO SIMPLÍCIO DE CARVALHO & PEDESTRE Nº 563 (PRÓX. FRANCISCO TREIN), Porto Alegre, RS, Brasil","-30,0191667","-51,1568574"
"JOÃO WALLIG & CIPÓ, Porto Alegre, RS, Brasil","-30,0205752","-51,1639349"
"JOÃO WALLIG & PEDESTRE Nº 1795 (PRÓX. SHOPPING IGUATEMI), Porto Alegre, RS, Brasil","-30,0251206","-51,1624208"
"JOÃO WALLIG & PEDESTRE Nº 1835 (PRÓX. SHOPPING IGUATEMI), Porto Alegre, RS, Brasil","-30,0251206","-51,1624208"
"JOÃO WALLIG & SAPÉ, Porto Alegre, RS, Brasil","-30,0179482","-51,164273"
"JOÃO WALLIG & TEIXEIRA MENDES, Porto Alegre, RS, Brasil","-30,0306252","-51,1659801"
"JOÃO WALLIG & TÚLIO DE ROSE, Porto Alegre, RS, Brasil","-30,022778","-51,1634352"
"JOAQUIM SILVEIRA & BEBERIBE, Porto Alegre, RS, Brasil","-29,9993705","-51,1425248"
