id,situacao,nome,geojson,acidentes_10m,acidentes_20m,acidentes_50m,acidentes_100m,acidentes_200m
242,CONCLUIDO,EDVALDO PEREIRA PAIVA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2435472408608,-30.0759451291081],[-51.2425591775967,-30.0741484605415],[-51.2415631578607,-30.0726630122771],[-51.2406892054459,-30.0707161509369],[-51.2381972312241,-30.0634049218186],[-51.237707217169,-30.0625826715953],[-51.2371952435979,-30.061993869275],[-51.2356012976214,-30.0604102220494],[-51.2348883099331,-30.0596323354798],[-51.2345523080083,-30.059240535649],[-51.2343778292676,-30.0589946783137],[-51.2342100978175,-30.0587452930845],[-51.2340492078273,-30.0584925200492],[-51.2338952496215,-30.058236501197],[-51.2337483096285,-30.0579773803399],[-51.2336084703326,-30.057715303031],[-51.2334758102276,-30.0574504164828],[-51.2333504037726,-30.057182869485],[-51.2332323213508,-30.0569128123203],[-51.2332238043893,-30.0568926155429],[-51.2331343179697,-30.0566722819491],[-51.2330507785509,-30.0564501883547],[-51.2329732317754,-30.0562264562079],[-51.2329017200075,-30.056001207852],[-51.2328362823107,-30.0557745664585],[-51.2327769544263,-30.05554665596],[-51.2326753960974,-30.0551336011068],[-51.2326713129907,-30.0551169720516],[-51.2326681775894,-30.055104096664],[-51.2326632789951,-30.0550837914674],[-51.2326105532262,-30.0548482469324],[-51.2325650934255,-30.0546115591094]]]}",0,0,0,0,0
243,CONCLUIDO,JOAQUIM SILVEIRA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1426289228322,-29.9993223518056],[-51.1426728671935,-29.9985724507202]]]}",0,0,0,0,0
244,CONCLUIDO,JOAQUIM SILVEIRA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1425868593173,-30.0000294018439],[-51.1426289228322,-29.9993223518056]]]}",0,0,0,0,0
245,CONCLUIDO,JOAQUIM SILVEIRA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1426728671935,-29.9985724507202],[-51.1427168695043,-29.9977503831043]]]}",0,0,0,0,0
246,CONCLUIDO,JOAQUIM SILVEIRA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1425599482269,-30.0006879488453],[-51.142584997178,-30.0000857842498]]]}",0,0,0,0,0
247,CONCLUIDO,JOAQUIM SILVEIRA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1424719426874,-30.0021088190112],[-51.1425149885474,-30.0014085333272]]]}",0,0,0,0,0
248,CONCLUIDO,JOAQUIM SILVEIRA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1425149885474,-30.0014085333272],[-51.1425599482269,-30.0006879488453]]]}",0,0,0,0,0
249,CONCLUIDO,JOAQUIM SILVEIRA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1424748650525,-30.003247690365],[-51.1424508576376,-30.0028789915287],[-51.1424719426874,-30.0021088190112]]]}",0,0,0,0,0
250,CONCLUIDO,JOAQUIM SILVEIRA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.142509875094,-30.0036096115298],[-51.1424748650525,-30.003247690365]]]}",0,0,0,0,0
251,CONCLUIDO,JOAQUIM SILVEIRA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1427528513714,-30.0059197971293],[-51.1427009867841,-30.0055500011734]]]}",0,0,0,0,0
252,CONCLUIDO,JOAQUIM SILVEIRA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1427009867841,-30.0055500011734],[-51.142509875094,-30.0036096115298]]]}",0,0,0,0,0
253,CONCLUIDO,JOAQUIM SILVEIRA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1428209143972,-30.0066312377395],[-51.1427919887552,-30.0064485983885],[-51.1427528513714,-30.0059197971293]]]}",0,0,0,0,0
254,CONCLUIDO,JOAQUIM SILVEIRA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.142964851605,-30.0080777899017],[-51.1428209143972,-30.0066312377395]]]}",0,0,0,0,1
255,CONCLUIDO,JOAQUIM SILVEIRA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.143016987008,-30.0086347658002],[-51.142964851605,-30.0080777899017]]]}",0,0,0,0,1
256,CONCLUIDO,JOSE DO PATROCINIO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2260585106415,-30.0371580675132],[-51.2255205211991,-30.0376540029997]]]}",0,0,0,4,5
257,CONCLUIDO,JOSE DO PATROCINIO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2255205211991,-30.0376540029997],[-51.2246444915258,-30.0384583459469]]]}",0,0,0,2,5
258,CONCLUIDO,JOSE DO PATROCINIO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2246444915258,-30.0384583459469],[-51.2241234469229,-30.0389316946462]]]}",0,0,0,2,3
259,CONCLUIDO,JOSE DO PATROCINIO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2241234469229,-30.0389316946462],[-51.2229265078789,-30.040110932516]]]}",0,0,0,0,3
260,CONCLUIDO,JOSE DO PATROCINIO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2229265078789,-30.040110932516],[-51.2223486167437,-30.0406711950665]]]}",0,0,0,0,0
261,CONCLUIDO,JOSE DO PATROCINIO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2223486167437,-30.0406711950665],[-51.2216215528015,-30.04139295184]]]}",0,0,0,0,1
262,CONCLUIDO,JOSE DO PATROCINIO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2216215528015,-30.04139295184],[-51.2210565998926,-30.0419498037263]]]}",0,0,0,0,1
263,CONCLUIDO,JOSE DO PATROCINIO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2210565998926,-30.0419498037263],[-51.2199055414815,-30.043104129587]]]}",0,0,0,1,1
264,CONCLUIDO,GUAIBA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2358754201835,-30.1338579963636],[-51.2338254387404,-30.1349272195453]]]}",0,0,0,0,0
265,CONCLUIDO,GUAIBA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2338254387404,-30.1349272195453],[-51.2329115366534,-30.1354058073569]]]}",0,0,0,0,0
266,CONCLUIDO,GUAIBA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2329115366534,-30.1354058073569],[-51.2325168203364,-30.135613786984],[-51.2320574217515,-30.1360060607221]]]}",0,0,0,0,0
267,CONCLUIDO,GUAIBA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2320574217515,-30.1360060607221],[-51.2313275634762,-30.1366308963836]]]}",0,0,0,0,0
268,CONCLUIDO,GUAIBA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2313275634762,-30.1366308963836],[-51.2304314255834,-30.1373392902172]]]}",0,0,0,0,0
269,CONCLUIDO,GUAIBA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2304314255834,-30.1373392902172],[-51.2297217626588,-30.1379065385131]]]}",0,0,0,0,0
270,CONCLUIDO,GUAIBA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2297217626588,-30.1379065385131],[-51.2290772175747,-30.1385823313983]]]}",0,0,0,0,0
271,CONCLUIDO,DONA ADDA MASCARENHAS DE MORAES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1355000458912,-30.0107716231431],[-51.1355601034834,-30.0113477636449]]]}",0,0,0,0,0
272,CONCLUIDO,DONA ADDA MASCARENHAS DE MORAES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1355601034834,-30.0113477636449],[-51.1356070878301,-30.0117186946905]]]}",0,0,0,0,0
273,CONCLUIDO,DONA ADDA MASCARENHAS DE MORAES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1357691026653,-30.0133106951218],[-51.1358460304031,-30.0140232570115]]]}",0,0,0,0,0
274,CONCLUIDO,DONA ADDA MASCARENHAS DE MORAES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1356070878301,-30.0117186946905],[-51.1356450781893,-30.0120253619974]]]}",0,0,0,0,0
275,CONCLUIDO,DONA ADDA MASCARENHAS DE MORAES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1356450781893,-30.0120253619974],[-51.1357250315551,-30.0127018378758]]]}",0,0,0,0,0
276,CONCLUIDO,DONA ADDA MASCARENHAS DE MORAES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1357250315551,-30.0127018378758],[-51.1357691026653,-30.0133106951218]]]}",0,0,0,0,0
277,CONCLUIDO,DONA ADDA MASCARENHAS DE MORAES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1365370538334,-30.0203776745125],[-51.1366006529351,-30.0210932596057],[-51.1366880690761,-30.0220768047037]]]}",0,0,0,0,0
278,CONCLUIDO,DONA ADDA MASCARENHAS DE MORAES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1363020687749,-30.0182659309511],[-51.1364091174127,-30.0192062355805]]]}",0,0,0,0,0
279,CONCLUIDO,DONA ADDA MASCARENHAS DE MORAES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1358460304031,-30.0140232570115],[-51.1359711010412,-30.0148846115291]]]}",0,0,0,0,0
280,CONCLUIDO,DONA ADDA MASCARENHAS DE MORAES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1359711010412,-30.0148846115291],[-51.1360060021899,-30.0152995310504]]]}",0,0,0,0,0
281,CONCLUIDO,DONA ADDA MASCARENHAS DE MORAES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1360060021899,-30.0152995310504],[-51.1360951096707,-30.0160335046791]]]}",0,0,0,0,0
282,CONCLUIDO,DONA ADDA MASCARENHAS DE MORAES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1360951096707,-30.0160335046791],[-51.13618111946,-30.0167516942967]]]}",0,0,0,0,0
283,CONCLUIDO,DONA ADDA MASCARENHAS DE MORAES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.13618111946,-30.0167516942967],[-51.1362310806177,-30.017401138085]]]}",0,0,0,0,0
284,CONCLUIDO,DONA ADDA MASCARENHAS DE MORAES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1362310806177,-30.017401138085],[-51.1363020687749,-30.0182659309511]]]}",0,0,0,0,0
285,CONCLUIDO,DONA ADDA MASCARENHAS DE MORAES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1364091174127,-30.0192062355805],[-51.1365370538334,-30.0203776745125]]]}",0,0,0,0,0
286,CONCLUIDO,DR BARROS CASSAL,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2173256483091,-30.0306316289966],[-51.2173277026596,-30.031722006601]]]}",0,0,1,1,2
287,CONCLUIDO,GEN JOAO TELLES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2124007773633,-30.031638718037],[-51.2125116596398,-30.032210227653]]]}",0,0,0,0,0
288,CONCLUIDO,DR BARROS CASSAL,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2173277026596,-30.031722006601],[-51.2173305755978,-30.032964607549]]]}",0,1,1,1,1
289,CONCLUIDO,GEN JOAO TELLES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2125116596398,-30.032210227653],[-51.2126716497236,-30.0330207073968]]]}",0,0,0,0,0
290,CONCLUIDO,MARIANTE,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2037934706537,-30.0327663924592],[-51.2039969780849,-30.0331877964766]]]}",0,0,0,0,0
291,CONCLUIDO,MARIANTE,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2039969780849,-30.0331877964766],[-51.2042119065306,-30.0338065110014]]]}",0,0,0,0,0
292,CONCLUIDO,LOUREIRO DA SILVA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2209584836367,-30.0344548777057],[-51.2207005152653,-30.0342715130641],[-51.2206465189714,-30.0342467964939],[-51.2205675832171,-30.0342255048494],[-51.2203806347604,-30.0342190524572]]]}",0,0,0,0,4
293,CONCLUIDO,GEN JOAO TELLES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2126716497236,-30.0330207073968],[-51.2130007826802,-30.0346766065495]]]}",0,0,0,0,0
294,CONCLUIDO,LOUREIRO DA SILVA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2213495477462,-30.0346842485337],[-51.2209584836367,-30.0344548777057]]]}",0,0,0,0,4
295,CONCLUIDO,LOUREIRO DA SILVA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2365203402021,-30.036887093479],[-51.2351122350431,-30.0369956104053],[-51.2328043276075,-30.0372737199158]]]}",0,0,0,0,1
296,CONCLUIDO,LOUREIRO DA SILVA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2372812529015,-30.0371732590421],[-51.2365203402021,-30.036887093479]]]}",0,0,0,0,1
297,CONCLUIDO,SILVA SO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2046678776729,-30.0430170904714],[-51.2046838988214,-30.0434816322619]]]}",0,0,0,0,1
298,CONCLUIDO,ERICO VERISSIMO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2183375783895,-30.047859529068],[-51.2182556528528,-30.0483264868262]]]}",0,1,1,1,1
299,CONCLUIDO,FREI GERMANO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1670835568533,-30.0559348749173],[-51.167152625961,-30.0554803690375]]]}",0,0,0,0,1
300,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.149925799885,-30.0646966222194],[-51.1497560247362,-30.0650321779908],[-51.1494288651121,-30.0655834717547]]]}",0,0,0,0,1
301,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.150168813271,-30.0639160536497],[-51.149925799885,-30.0646966222194]]]}",0,0,0,1,1
302,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1494288651121,-30.0655834717547],[-51.1491749485915,-30.065907377821],[-51.1487098800968,-30.066331877605],[-51.1483463454444,-30.0666083817622],[-51.1477114773914,-30.0669213963772],[-51.1469158623402,-30.0671660539995],[-51.1448640114177,-30.0676723625091]]]}",0,0,0,0,0
303,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1448640114177,-30.0676723625091],[-51.1435029476657,-30.0680764040912]]]}",0,0,0,0,0
304,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1478700454741,-30.1494163326553],[-51.1490719665213,-30.1488985447124]]]}",0,0,0,1,1
305,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1506059848633,-30.1483645789601],[-51.1509890162341,-30.1482412332081]]]}",0,0,0,0,0
306,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1501248854276,-30.1485196075576],[-51.1506059848633,-30.1483645789601]]]}",0,0,0,0,0
307,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1462110594665,-30.1501296898895],[-51.1470230530438,-30.1497814906228]]]}",0,0,0,0,1
308,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1458050525737,-30.1502981501432],[-51.1462110594665,-30.1501296898895]]]}",0,0,0,0,1
309,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1522779860909,-30.1478236696879],[-51.1529488777225,-30.1475996305696],[-51.1529438665705,-30.1475049199504]]]}",0,0,0,0,0
310,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1513910097082,-30.1481110994623],[-51.1522779860909,-30.1478236696879]]]}",0,0,0,0,0
311,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1509890162341,-30.1482412332081],[-51.1513910097082,-30.1481110994623]]]}",0,0,0,0,0
312,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1499099318543,-30.1485796148305],[-51.1501248854276,-30.1485196075576]]]}",0,0,0,0,0
313,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1498019750204,-30.1486135654256],[-51.1499099318543,-30.1485796148305]]]}",0,0,0,0,0
314,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1494949821266,-30.1487244174663],[-51.1498019750204,-30.1486135654256]]]}",0,0,0,0,0
315,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1493139447963,-30.1487990432234],[-51.1494949821266,-30.1487244174663]]]}",0,0,0,0,0
316,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1490719665213,-30.1488985447124],[-51.1493139447963,-30.1487990432234]]]}",0,0,0,0,1
317,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1473909593898,-30.1496232174734],[-51.1478700454741,-30.1494163326553]]]}",0,0,0,1,1
318,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1472609741074,-30.1496774868855],[-51.1473909593898,-30.1496232174734]]]}",0,0,0,1,1
319,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1470230530438,-30.1497814906228],[-51.1472609741074,-30.1496774868855]]]}",0,0,0,1,1
320,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1419421042824,-30.1522000897011],[-51.1423410289766,-30.151833196832]]]}",0,0,0,0,0
321,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1416440895294,-30.1524789222304],[-51.1419421042824,-30.1522000897011]]]}",0,0,0,0,0
322,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1427550943879,-30.1516207631231],[-51.1458050525737,-30.1502981501432]]]}",0,0,0,0,1
323,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1423410289766,-30.151833196832],[-51.1425200860351,-30.1517270105214],[-51.1427550943879,-30.1516207631231]]]}",0,0,0,0,0
324,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.141145080563,-30.1529507851127],[-51.1416440895294,-30.1524789222304]]]}",0,0,0,0,0
325,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1409861933212,-30.153100923282],[-51.141145080563,-30.1529507851127]]]}",0,0,0,0,0
326,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1406551325,-30.1534113607807],[-51.1409861933212,-30.153100923282]]]}",0,0,0,0,0
327,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1401570889347,-30.1538843469025],[-51.1406551325,-30.1534113607807]]]}",0,0,0,0,0
328,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1395791912947,-30.1544340907068],[-51.1401570889347,-30.1538843469025]]]}",0,0,0,0,0
329,CONCLUIDO,ECON NILO WULFF,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1392581890215,-30.1547524070195],[-51.1395791912947,-30.1544340907068]]]}",0,0,0,0,0
330,CONCLUIDO,DEA COUFAL,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2349513882852,-30.1332688045054],[-51.2334114059674,-30.1322837972009]]]}",0,0,0,0,0
331,CONCLUIDO,DEA COUFAL,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2358754201835,-30.1338579963636],[-51.2356593805523,-30.1336982687766],[-51.2349513882852,-30.1332688045054]]]}",0,0,0,0,0
332,CONCLUIDO,ECOVILLE,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1224883472522,-29.998681857736],[-51.1227592716775,-29.9992194701228]]]}",0,0,0,0,0
333,CONCLUIDO,ECOVILLE,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1223233539258,-29.9939393244214],[-51.1222063064701,-29.9946193760464],[-51.1220322431024,-29.9954178789048]]]}",0,0,0,0,0
334,CONCLUIDO,ECOVILLE,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1220322431024,-29.9954178789048],[-51.122062222381,-29.996230850874],[-51.1221093444855,-29.996760779419]]]}",0,0,0,0,0
335,CONCLUIDO,ECOVILLE,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1221093444855,-29.996760779419],[-51.1221473597031,-29.9972591432621],[-51.1221932417378,-29.9975691904821]]]}",0,0,0,0,0
336,CONCLUIDO,ECOVILLE,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1221932417378,-29.9975691904821],[-51.122251325061,-29.9979254584452],[-51.1223902090372,-29.9984113250425],[-51.1224883472522,-29.998681857736]]]}",0,0,0,0,0
337,CONCLUIDO,ECOVILLE,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1227592716775,-29.9992194701228],[-51.1229972508243,-29.9998270245842],[-51.123125323586,-30.0002080333801]]]}",0,0,0,0,0
338,CONCLUIDO,ECOVILLE,"{""type"":""MultiLineString"",""coordinates"":[[[-51.123125323586,-30.0002080333801],[-51.1232942989149,-30.0007953544998],[-51.1233782288126,-30.0016195513668],[-51.1233312158707,-30.0024946124144],[-51.1231882498782,-30.0033009794006]]]}",0,0,0,0,0
339,CONCLUIDO,ECOVILLE,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1231882498782,-30.0033009794006],[-51.1231223105812,-30.0035389642597]]]}",0,0,0,0,0
340,CONCLUIDO,ECOVILLE,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1231223105812,-30.0035389642597],[-51.1229722957337,-30.004016078902],[-51.1227032228394,-30.0051258872044],[-51.1226723009835,-30.0055284689667]]]}",0,0,0,0,0
341,CONCLUIDO,ECOVILLE,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1226723009835,-30.0055284689667],[-51.1226712103814,-30.0055634256129]]]}",0,0,0,0,0
342,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2104068286629,-30.0462419616826],[-51.2095657697028,-30.0457437826519]]]}",0,0,0,0,1
343,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2118077731111,-30.0471090845852],[-51.2116996617249,-30.0470089033003],[-51.2104068286629,-30.0462419616826]]]}",0,0,0,0,2
344,CONCLUIDO,MONTEVIDEO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2281764531024,-30.0284099449525],[-51.2287694093297,-30.0286006057206]]]}",0,0,0,0,0
345,CONCLUIDO,SETE DE SETEMBRO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2300293900098,-30.0290686144755],[-51.2287694093297,-30.0286006057206]]]}",0,0,0,0,0
346,CONCLUIDO,SETE DE SETEMBRO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2336672980965,-30.030313830259],[-51.2331582609052,-30.0301365737993],[-51.2322743721778,-30.0298776635763]]]}",0,0,0,0,0
347,CONCLUIDO,SETE DE SETEMBRO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2346962396646,-30.0306717004076],[-51.2336672980965,-30.030313830259]]]}",0,0,0,0,0
348,CONCLUIDO,SETE DE SETEMBRO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2355463589631,-30.030961099477],[-51.2346962396646,-30.0306717004076]]]}",0,0,0,0,0
349,CONCLUIDO,SETE DE SETEMBRO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2360633370911,-30.0311360773597],[-51.2355463589631,-30.030961099477]]]}",0,0,0,0,0
350,CONCLUIDO,RICARDO LEONIDAS RIBAS,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1310032298669,-30.1472219505697],[-51.1339243198251,-30.1462853717697]]]}",0,0,0,0,1
351,CONCLUIDO,SETE MIL CENTO VINTE CINCO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1312432354629,-30.1434161472862],[-51.1317852249358,-30.1438034899843],[-51.1320213277702,-30.1440377882623],[-51.1326062173886,-30.1444859735352],[-51.1328402215246,-30.1447247824378],[-51.1339243198251,-30.1462853717697]]]}",0,0,0,0,0
352,CONCLUIDO,SETE MIL CENTO VINTE CINCO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1281053676582,-30.141200179403],[-51.1301143145856,-30.1426144378382]]]}",0,0,0,0,0
353,CONCLUIDO,SETE MIL CENTO VINTE CINCO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1301143145856,-30.1426144378382],[-51.1312432354629,-30.1434161472862]]]}",0,0,0,0,0
354,CONCLUIDO,SETE MIL CENTO VINTE UM,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1301143145856,-30.1426144378382],[-51.130344245443,-30.1423526123722],[-51.1306672212431,-30.1420636321179],[-51.1309533416443,-30.1418648938267],[-51.13124323759,-30.1417022335333],[-51.1314463089191,-30.1416118243613],[-51.1319003129383,-30.1414489981947],[-51.1322482070672,-30.1413674627941],[-51.1325862566391,-30.1413220188153]]]}",0,0,0,0,0
355,CONCLUIDO,SETE MIL CENTO VINTE UM,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1287123009416,-30.1446657506224],[-51.1291223119002,-30.1443293308927],[-51.1293803837928,-30.1440043353088],[-51.12960239415,-30.1436342718246],[-51.12971029685,-30.1433094237343],[-51.129808286076,-30.1430928325229],[-51.1299302755023,-30.1428762174801],[-51.1301143145856,-30.1426144378382]]]}",0,0,0,0,0
356,CONCLUIDO,\N,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2466611288572,-30.0818174085486],[-51.2464930982511,-30.0815685280344],[-51.2464121776779,-30.081417584263],[-51.2462951788008,-30.0812915144122],[-51.24617915481,-30.0812319697306],[-51.2460051094424,-30.0812368062164],[-51.2458661337348,-30.0812675107484],[-51.2456391323855,-30.08128823151]]]}",0,0,0,0,0
357,CONCLUIDO,\N,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2173256483091,-30.0306316289966],[-51.2167126645218,-30.0306123435891]]]}",0,0,0,0,2
358,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1774544295423,-30.0584200248079],[-51.1750729023662,-30.0573824533511]]]}",0,0,0,0,0
359,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1842332269656,-30.0580927224441],[-51.1835121982647,-30.0584398999432]]]}",0,0,0,0,0
360,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1796273892928,-30.0591409857873],[-51.1792163716062,-30.0590784016886],[-51.1784172806244,-30.0588269086449],[-51.1774544295423,-30.0584200248079]]]}",0,0,0,0,0
361,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1835121982647,-30.0584398999432],[-51.1828222510916,-30.058774627024],[-51.1824422465772,-30.058925124212],[-51.1818402823662,-30.0590872031647],[-51.1812153509143,-30.0591839104881],[-51.180589342251,-30.0592231095577],[-51.1801113228926,-30.0592045962604],[-51.1796273892928,-30.0591409857873]]]}",0,0,0,0,0
362,CONCLUIDO,GOMES DE FREITAS,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1431499336521,-30.0098682134098],[-51.1431428688397,-30.010699260267]]]}",0,0,0,0,1
363,CONCLUIDO,GOMES DE FREITAS,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1431428688397,-30.010699260267],[-51.1432199717707,-30.0113858830254]]]}",0,0,0,0,0
364,CONCLUIDO,GOMES DE FREITAS,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1432199717707,-30.0113858830254],[-51.1432889555023,-30.0120567285782]]]}",0,0,0,0,0
